ID,Name,Suburb,Address,Cuisine,Phone,Website,EatClub URL,First Table URL,Price Range,Business Type,Happy Hour,Weekly Specials,Deals,Opening Hours,Image URLs,Latitude,Longitude,Overall Rating,Status,Created At,Updated At
1410,Sharon May's Filipino Cuisine,Gungahlin,"u3/5 Hibberson St, Gungahlin ACT 2912, Australia",Asian,(02) 6183 0800,,https://eatclub.com.au/venue/sharon-may-s-filipino-cuisine,,,,{},[],[],"{""friday"":""11:00 AM – 2:30 PM, 5:00 – 8:00 PM"",""monday"":""CLOSED"",""sunday"":""11:00 AM – 3:00 PM, 5:00 – 8:00 PM"",""tuesday"":""CLOSED"",""saturday"":""11:00 AM – 3:00 PM, 5:00 – 8:00 PM"",""thursday"":""11:00 AM – 2:30 PM, 5:00 – 8:00 PM"",""wednesday"":""5:00 – 8:00 PM""}",,-35.1844025,149.1289656,,active,2026-01-08T23:33:16.422Z,2026-01-08T23:33:16.422Z
233,Patissez,Griffith,"Unit 3/21 Bougainville St, Griffith ACT 2603, Australia",,0402 808 191,http://www.patissez.com/,https://eatclub.com.au/venue/patissez-cafe,,$$,Cafe,{},[],"[{""title"":""Today30% Offfri30% Offsat25% Offsun25% Offmon30% Offtue30% Offwed30% Off"",""source"":""EatClub"",""validUntil"":null,""description"":""Today30% Offfri30% Offsat25% Offsun25% Offmon30% Offtue30% Offwed30% Off""}]","{""friday"":""7:30 AM – 3:00 PM"",""monday"":""7:30 AM – 3:00 PM"",""sunday"":""7:30 AM – 3:00 PM"",""tuesday"":""7:30 AM – 3:00 PM"",""saturday"":""7:30 AM – 3:00 PM"",""thursday"":""7:30 AM – 3:00 PM"",""wednesday"":""7:30 AM – 3:00 PM""}",https://eccdn.com.au/images/3781143D-15AA-4199-BEB6-EA6AB38CB4FF/3781143D-15AA-4199-BEB6-EA6AB38CB4FF_image_0_1761097841856.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/3781143D-15AA-4199-BEB6-EA6AB38CB4FF/3781143D-15AA-4199-BEB6-EA6AB38CB4FF_image_4_1761097990026.jpg; https://eccdn.com.au/images/3781143D-15AA-4199-BEB6-EA6AB38CB4FF/3781143D-15AA-4199-BEB6-EA6AB38CB4FF_image_1_1761097868663.jpg; https://eccdn.com.au/images/3781143D-15AA-4199-BEB6-EA6AB38CB4FF/3781143D-15AA-4199-BEB6-EA6AB38CB4FF_image_2_1761097914775.jpg; https://eccdn.com.au/images/3781143D-15AA-4199-BEB6-EA6AB38CB4FF/3781143D-15AA-4199-BEB6-EA6AB38CB4FF_image_3_1761097936148.jpg,-35.3205410,149.1323570,4.10,active,2026-01-07T23:21:02.336Z,2026-01-08T03:37:46.809Z
1411,Stella's By The Lake,Belconnen,"1 Beissel St, Belconnen ACT 2617, Australia",,(02) 6105 9497,,https://eatclub.com.au/venue/stella-s-by-the-lake,,$$,,{},[],[],"{""friday"":""7:00 AM – 2:00 PM"",""monday"":""7:00 AM – 2:00 PM"",""sunday"":""8:00 AM – 2:00 PM"",""tuesday"":""7:00 AM – 2:00 PM"",""saturday"":""8:00 AM – 2:00 PM"",""thursday"":""7:00 AM – 2:00 PM"",""wednesday"":""7:00 AM – 2:00 PM""}",,-35.2359368,149.0655079,,active,2026-01-08T23:33:16.547Z,2026-01-08T23:33:16.547Z
1412,Indian Bay Restaurant & Bar,Belconnen,"NORTHPOINT PLAZA, 8G/8 Chandler St, Belconnen ACT 2617, Australia",Indian,(02) 6253 1733,,https://eatclub.com.au/venue/indian-bay-restaurant-bar,,$$,,{},[],[],"{""friday"":""5:00 – 10:00 PM"",""monday"":""5:00 – 10:00 PM"",""sunday"":""5:00 – 10:00 PM"",""tuesday"":""5:00 – 10:00 PM"",""saturday"":""5:00 – 10:00 PM"",""thursday"":""5:00 – 10:00 PM"",""wednesday"":""5:00 – 10:00 PM""}",,-35.2377547,149.0688179,,active,2026-01-08T23:33:16.687Z,2026-01-08T23:33:16.687Z
579,Ken Behrens Cafe & Burgers Erindale,Wanniassa,"2/33 Gartside St, Wanniassa ACT 2903, Australia",Cafe,0414 791 794,,https://eatclub.com.au/venue/ken-behrens-cafe-burgers-erindale,,,Restaurant,{},[],"[{""title"":""EatClub Deal Available"",""description"":""Check out our EatClub deals!""}]","{""friday"":""5:00 – 9:30 PM"",""monday"":""5:00 – 9:00 PM"",""sunday"":""5:00 – 9:00 PM"",""tuesday"":""5:00 – 9:00 PM"",""saturday"":""5:00 – 9:00 PM"",""thursday"":""5:00 – 9:00 PM"",""wednesday"":""5:00 – 9:00 PM""}",,-35.4052932,149.1001562,4.60,active,2026-01-07T23:21:23.094Z,2026-01-08T23:33:12.467Z
1413,Les Bistronomes,Campbell,"18 Blamey Pl, Campbell ACT 2612, Australia",,(02) 6248 8119,,https://eatclub.com.au/venue/les-bistronomes,,$$$,,{},[],[],"{""friday"":""12:00 – 2:00 PM, 6:00 – 9:00 PM"",""monday"":""CLOSED"",""sunday"":""CLOSED"",""tuesday"":""12:00 – 2:00 PM, 6:00 – 9:00 PM"",""saturday"":""12:00 – 2:00 PM, 6:00 – 9:00 PM"",""thursday"":""12:00 – 2:00 PM, 6:00 – 9:00 PM"",""wednesday"":""12:00 – 2:00 PM, 6:00 – 9:00 PM""}",https://lh3.googleusercontent.com/places/ANXAkqHs7tE72q1p6w2tXD7cp-KZN4zy19Rmxo9ReEpz9MqY1vB6Dd0ZYCRPHS_44K7M11OrELbkLBOwiM-n8T3fIcykUQ1GZOTClDI=s4800-h698; https://lh3.googleusercontent.com/places/ANXAkqG9sZyNaVmdXf3XmDehLO-SHijtLoe7sDfkRrM9-QUlnTrZzw1avlxBV5WQ_cY7KtNHS7Z36t18mz9MWk3sNidJGE7UzFepLfI=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqEebBAXZcViqDj7IVLSPsAbPLWhGUVCOtALy4mYFpxQqcOpkUljGau5CIc4I9Guu6hb0IXgx74IIk_Xb46vWV6i3yp4p_M3BHk=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqHkObg_p5uRt38Qgw4xm8gPdlWCpNBjVczvrNs7I20WPTRhJftQi6qBDQxwSMtNmAA-EEYrz799Hx0UBh3O97evagofp1P0ap0=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqEIlXG_94hJ4KV4c4rFTWR36HHWXtNqA_4VW76eCqDPnInWBgphY6AcYHvrkS0GtDSRkagNv2jqwv_Ni8ars_EsDrhP1Ap5H1Q=s4800-h768,-35.2895566,149.1541092,,active,2026-01-08T23:33:16.808Z,2026-01-08T23:33:16.808Z
1414,Sankalp Indian Restaurant - Belconnen,Belconnen,,Indian,,,https://eatclub.com.au/venue/sankalp-indian-restaurant-belconnen,,$$,,{},[],"[{""title"":""EatClub Deal Available"",""source"":""EatClub"",""description"":""Check out our EatClub deals!""}]",{},https://eccdn.com.au/images/6DCC2444-0A3B-481A-9A91-C628251EC7D9/6DCC2444-0A3B-481A-9A91-C628251EC7D9_image_0_1761616039874.jpg; https://eccdn.com.au/images/6DCC2444-0A3B-481A-9A91-C628251EC7D9/6DCC2444-0A3B-481A-9A91-C628251EC7D9_image_4_1761616051633.jpg; https://eccdn.com.au/images/6DCC2444-0A3B-481A-9A91-C628251EC7D9/6DCC2444-0A3B-481A-9A91-C628251EC7D9_image_1_1761616039874.jpg; https://eccdn.com.au/images/6DCC2444-0A3B-481A-9A91-C628251EC7D9/6DCC2444-0A3B-481A-9A91-C628251EC7D9_image_2_1761616039874.jpg; https://eccdn.com.au/images/6DCC2444-0A3B-481A-9A91-C628251EC7D9/6DCC2444-0A3B-481A-9A91-C628251EC7D9_image_3_1761616039874.jpg,,,,active,2026-01-08T23:33:17.383Z,2026-01-08T23:33:17.383Z
1415,Burger Villains - Page,Macquarie,,,,,https://eatclub.com.au/venue/burger-villains-page,,,,{},[],"[{""title"":""EatClub Deal Available"",""source"":""EatClub"",""description"":""Check out our EatClub deals!""}]",{},https://eccdn.com.au/images/F6DE056B-C204-4A18-9688-138294DC960C/F6DE056B-C204-4A18-9688-138294DC960C_image_0_1761616409120.jpg; https://eccdn.com.au/images/F6DE056B-C204-4A18-9688-138294DC960C/F6DE056B-C204-4A18-9688-138294DC960C_image_4_1761616487004.jpg; https://eccdn.com.au/images/F6DE056B-C204-4A18-9688-138294DC960C/F6DE056B-C204-4A18-9688-138294DC960C_image_1_1761616409120.jpg; https://eccdn.com.au/images/F6DE056B-C204-4A18-9688-138294DC960C/F6DE056B-C204-4A18-9688-138294DC960C_image_2_1761616431910.jpg; https://eccdn.com.au/images/F6DE056B-C204-4A18-9688-138294DC960C/F6DE056B-C204-4A18-9688-138294DC960C_image_3_1761616456400.jpg,,,,active,2026-01-08T23:33:17.513Z,2026-01-08T23:33:17.513Z
1416,Cafe Himalayan Brew - Tuggeranong,Greenway,,,,,https://eatclub.com.au/venue/cafe-himalayan-brew-tuggeranong,,,,{},[],[],{},https://eccdn.com.au/images/042C2767-B157-4505-B390-C96B11B8B9B4/042C2767-B157-4505-B390-C96B11B8B9B4_image_3_1763611834479.jpg; https://eccdn.com.au/images/042C2767-B157-4505-B390-C96B11B8B9B4/042C2767-B157-4505-B390-C96B11B8B9B4_image_4_1763611856029.jpg; https://eccdn.com.au/images/042C2767-B157-4505-B390-C96B11B8B9B4/042C2767-B157-4505-B390-C96B11B8B9B4_image_0_1763611834479.jpg; https://eccdn.com.au/images/042C2767-B157-4505-B390-C96B11B8B9B4/042C2767-B157-4505-B390-C96B11B8B9B4_image_1_1763611834479.jpg; https://eccdn.com.au/images/042C2767-B157-4505-B390-C96B11B8B9B4/042C2767-B157-4505-B390-C96B11B8B9B4_image_2_1763611834479.jpg,,,,active,2026-01-08T23:33:17.638Z,2026-01-08T23:33:17.638Z
1417,Wild Duck Fine Asian Cuisine,Kingston,,,,,https://eatclub.com.au/venue/wild-duck-fine-asian-cuisine,,,,{},[],[],{},https://lh3.googleusercontent.com/places/ANXAkqFPKRPbndDrHI6_lc3mme0hYbSueRMtdo6FGIbCgAwetKUwJYnvHbBzRpxCb40_YbsIzF9YjJFG7J7oaFVFccRcm5cEGjajNAU=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqFUTa8feFua9s2-BpuRBpcjxV9XedJIB9KlERKwoKUZ2fQARMJczY5-qLGx8sMmaLPAP79hw7ISKCU4ktwvcZp8q328K74ZBjI=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqE8UZZ6YLYuEQjuP8voehEiN-odqsikdjRIyKGjyobeBXQhiKM8whzt7OoJPjsIggSFzS2Td-vDRhjZUjQ6Q_Y3IR1AzvZzFzo=s4800-h600; https://lh3.googleusercontent.com/places/ANXAkqFDKdf6SormKyK9KBcrbZcfqHnRY-YoNjegSZl1oiNgxkuiRAp0X_swiotqEvzZD-KBO83oV3NuWnM6hbeG3jX3QWoOoXf6P1k=s4800-h761; https://lh3.googleusercontent.com/places/ANXAkqHHelD1n0FTkMzVtDgsGouGSE4vsqk2I76BGx0J46ZtuGS5llq__wpBdp21VaBK5XgowbCXGn3wLedzSk1vQsZjTl59BgL9Ckg=s4800-h768,,,,active,2026-01-08T23:33:17.768Z,2026-01-08T23:33:17.768Z
1418,Fraser Cafe,Fraser,,,,,https://eatclub.com.au/venue/fraser-cafe,,,,{},[],"[{""title"":""EatClub Deal Available"",""source"":""EatClub"",""description"":""Check out our EatClub deals!""}]",{},https://eccdn.com.au/images/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF_image_2_1761686093527.jpg; https://eccdn.com.au/images/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF_image_4_1761645643983.jpg; https://eccdn.com.au/images/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF_image_3_1761686093527.jpg; https://eccdn.com.au/images/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF_image_4_1761686093527.jpg; https://eccdn.com.au/images/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF/1A6AAAB4-31EA-4A0D-A0D3-78E2583985EF_image_4_1761686127426.jpg,,,,active,2026-01-08T23:33:17.905Z,2026-01-08T23:33:17.905Z
1419,Chairman & Yip,Barton,"1/1 Burbury Cl, Barton ACT 2600, Australia",,(02) 6162 1220,,https://eatclub.com.au/venue/chairman-yip,,$$$,,{},[],[],"{""friday"":""12:00 – 2:30 PM, 5:30 – 10:30 PM"",""monday"":""CLOSED"",""sunday"":""CLOSED"",""tuesday"":""6:00 – 10:30 PM"",""saturday"":""5:30 – 10:30 PM"",""thursday"":""12:00 – 2:30 PM, 6:00 – 10:30 PM"",""wednesday"":""12:00 – 2:30 PM, 6:00 – 10:30 PM""}",https://chairmangroup.com.au/wp-content/uploads/2025/04/CY-Website-Banner.jpg; https://lh3.googleusercontent.com/places/ANXAkqEDU48-fM6vXBlf3Z7A37Q7cxL1O8Nh6XrJTz_fd4g4NRmIUCmtPrFbVxlHfEH63F23uiC1WCcJepLz11e_V4FQ0SNUAv4xVno=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqF9EfnP890wcdtXsejIPn0F0FusEeIGwCnE3R7as0rjP-69U2vkhLnrctZ_7enPxdSH7UUlg27lxf4OE-VOViuLoKh7ffH6iDs=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqFyU9xHKcx4f7ajyJh1avGdfe-th9sNFTf4L3EH-PvY-vYh2zv0a2gvp_NJNU5sfpoVJwY53UmqJbnbdhuPxBxgA2UgEz8W8V4=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqHWqWCVqdvy9aicGDZ0jmULgko2FfhNj7B4Vh1rf2RFB1NKBW8zJVp6DOOCsHgLUeuEU1BB54DHRemmt_BXg36qsWL7VT12D9E=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqFVoNNI8z-wKF1eKvHxX_tDFKmRbpQlZZ8VCxM3dze93pi_vHckDIWCugZm3pmSMfsWscwe39-rHVjRto-SBGd6yAjOHWtC7x0=s4800-h768,-35.3116566,149.1339437,,active,2026-01-08T23:33:18.035Z,2026-01-08T23:33:18.035Z
1420,Sunday in Canberra Cafe,Gungahlin,"54 Ernest Cavanagh St, Gungahlin ACT 2912, Australia",Cafe,0429 678 272,,https://eatclub.com.au/venue/sunday-in-canberra-cafe,,$$,,{},[],[],"{""friday"":""7:30 AM – 2:30 PM"",""monday"":""7:30 AM – 2:30 PM"",""sunday"":""7:45 AM – 2:30 PM"",""tuesday"":""7:30 AM – 2:30 PM"",""saturday"":""7:45 AM – 2:30 PM"",""thursday"":""7:30 AM – 2:30 PM"",""wednesday"":""7:30 AM – 2:30 PM""}","""""""https://static.wixstatic.com/media/1b38db_517009e915124721b3c2f5cf7622aaa8%7Emv2_d_1500_1501_s_2.png/v1/fit/w_2500,h_1330,al_c/1b38db_517009e915124721b3c2f5cf7622aaa8%7Emv2_d_1500_1501_s_2.png""""""; https://eccdn.com.au/images/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E_image_3_1762928745359.jpg; https://eccdn.com.au/images/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E_image_4_1762928811881.jpg; https://eccdn.com.au/images/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E_image_0_1762928405209.jpg; https://eccdn.com.au/images/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E_image_1_1762928405209.jpg; https://eccdn.com.au/images/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E/1EBEA1D6-B681-4CB3-94E0-FEB986E0B90E_image_2_1762928405209.jpg",-35.1846011,149.1354876,,active,2026-01-08T23:33:18.343Z,2026-01-08T23:33:18.343Z
613,Wonderburger,Kingston,"9/34 Eyre St, Kingston ACT 2604, Australia",,,https://wonderburger.com.au/,https://eatclub.com.au/venue/wonderburger,,,Restaurant,{},[],[],"{""friday"":""11:00 AM – 9:00 PM"",""monday"":""11:00 AM – 9:00 PM"",""sunday"":""11:00 AM – 9:00 PM"",""tuesday"":""11:00 AM – 9:00 PM"",""saturday"":""11:00 AM – 9:00 PM"",""thursday"":""11:00 AM – 9:00 PM"",""wednesday"":""11:00 AM – 9:00 PM""}",,-35.3166282,149.1425817,4.50,active,2026-01-07T23:21:25.215Z,2026-01-08T23:33:12.560Z
1422,Ureshii Japanese Restaurant,Greenway,"SouthPoint G U 22/210 Anketell St, Greenway ACT 2900, Australia",Asian,(02) 6182 8171,,https://eatclub.com.au/venue/ureshii-japanese-restaurant,,,,{},[],[],"{""friday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""monday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""sunday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""tuesday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""saturday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""thursday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM"",""wednesday"":""11:30 AM – 3:00 PM, 5:30 – 9:00 PM""}",https://eccdn.com.au/images/ADF482CE-E20C-4F0F-A1F6-813FEA794694/ADF482CE-E20C-4F0F-A1F6-813FEA794694_image_0_1763598962225.jpg; https://eccdn.com.au/images/ADF482CE-E20C-4F0F-A1F6-813FEA794694/ADF482CE-E20C-4F0F-A1F6-813FEA794694_image_2_1763599034457.jpg; https://eccdn.com.au/images/ADF482CE-E20C-4F0F-A1F6-813FEA794694/ADF482CE-E20C-4F0F-A1F6-813FEA794694_image_4_1763599116206.jpg; https://eccdn.com.au/images/ADF482CE-E20C-4F0F-A1F6-813FEA794694/ADF482CE-E20C-4F0F-A1F6-813FEA794694_image_2_1763599116206.jpg; https://eccdn.com.au/images/ADF482CE-E20C-4F0F-A1F6-813FEA794694/ADF482CE-E20C-4F0F-A1F6-813FEA794694_image_3_1763599116206.jpg,-35.4165348,149.0681032,,active,2026-01-08T23:33:18.941Z,2026-01-08T23:33:18.941Z
1421,Asian Noodle House Gungahlin,Gungahlin,"2 Gribble St, Gungahlin ACT 2912, Australia",Asian,(02) 6106 9541,,https://eatclub.com.au/venue/asian-noodle-house-gungahlin,,,,{},[],"[{""title"":""EatClub Deal Available"",""source"":""EatClub"",""description"":""Check out our EatClub deals!""}]","{""friday"":""11:00 AM – 9:30 PM"",""monday"":""CLOSED"",""sunday"":""11:00 AM – 9:00 PM"",""tuesday"":""11:00 AM – 9:30 PM"",""saturday"":""11:00 AM – 9:30 PM"",""thursday"":""11:00 AM – 9:30 PM"",""wednesday"":""11:00 AM – 9:30 PM""}",https://cloudfront-dkxj8skx6o8xc.mobi-pos.com/clouddb/Dl2nrGvaEvdB/Store/oo-logo_1728048892_500.png; https://eccdn.com.au/images/02472729-435D-488F-AC80-70453BE1DB1E/02472729-435D-488F-AC80-70453BE1DB1E_image_0_1762797203836.jpg; https://eccdn.com.au/images/02472729-435D-488F-AC80-70453BE1DB1E/02472729-435D-488F-AC80-70453BE1DB1E_image_4_1762797466215.jpg; https://eccdn.com.au/images/02472729-435D-488F-AC80-70453BE1DB1E/02472729-435D-488F-AC80-70453BE1DB1E_image_3_1762797263001.jpg; https://eccdn.com.au/images/02472729-435D-488F-AC80-70453BE1DB1E/02472729-435D-488F-AC80-70453BE1DB1E_image_2_1762797327067.jpg; https://eccdn.com.au/images/02472729-435D-488F-AC80-70453BE1DB1E/02472729-435D-488F-AC80-70453BE1DB1E_image_3_1762797327067.jpg,-35.1815983,149.1308614,,active,2026-01-08T23:33:18.584Z,2026-01-08T23:33:18.584Z
754,Kismet Turkish Gourmet,Griffith,"Shop/5 Flinders Way, Griffith ACT 3929, Australia",Mediterranean,(02) 6232 7345,http://kismetgourmet.com.au/,https://eatclub.com.au/venue/kismet-turkish-gourmet,,,Restaurant,{},[],"[{""title"":""Today30% Offfri25% Offsat25% OffsunNonemon30% Offtue30% Offwed30% Off"",""source"":""EatClub"",""validUntil"":null,""description"":""Today30% Offfri25% Offsat25% OffsunNonemon30% Offtue30% Offwed30% Off""}]","{""friday"":""10:30 AM – 10:00 PM"",""monday"":""10:30 AM – 9:00 PM"",""sunday"":""10:30 AM – 7:00 PM"",""tuesday"":""10:30 AM – 9:00 PM"",""saturday"":""10:30 AM – 10:00 PM"",""thursday"":""10:30 AM – 9:00 PM"",""wednesday"":""10:30 AM – 9:00 PM""}","""https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=1920,fit=crop/dWxMDaNaEWc1BOo7/kismet_sign_extended_3-dJoeV34nN3Tk0ryo.png""; https://eccdn.com.au/images/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859_image_4_1763075556922.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859_image_4_1763075585567.jpg; https://eccdn.com.au/images/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859_image_4_1760416136620.jpg; https://eccdn.com.au/images/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859_image_0_1760416119822.jpg; https://eccdn.com.au/images/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859/D9940CB3-6C76-4EE0-8ADE-CB0FD024C859_image_4_1760416203401.jpg; """"""https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=1920,fit=crop/dWxMDaNaEWc1BOo7/kismet_sign_extended_3-dJoeV34nN3Tk0ryo.png""""""",-35.3204550,149.1334203,4.40,active,2026-01-07T23:21:33.728Z,2026-01-08T23:33:19.421Z
1423,Grease Monkey Gungahlin,Gungahlin,"Shop 63/33 Hibberson St, Gungahlin ACT 2912, Australia",American,(02) 6103 0887,,https://eatclub.com.au/venue/grease-monkey-gungahlin,,$$,,{},[],"[{""title"":""EatClub Deal Available"",""source"":""EatClub"",""description"":""Check out our EatClub deals!""}]","{""friday"":""11:00 AM – 9:30 PM"",""monday"":""11:00 AM – 9:00 PM"",""sunday"":""11:00 AM – 9:00 PM"",""tuesday"":""11:00 AM – 9:00 PM"",""saturday"":""11:00 AM – 9:30 PM"",""thursday"":""11:00 AM – 9:00 PM"",""wednesday"":""11:00 AM – 9:00 PM""}",https://eccdn.com.au/images/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48_image_3_1763700478722.jpg; https://eccdn.com.au/images/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48_image_4_1763696319935.jpg; https://eccdn.com.au/images/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48_image_1_1763700478722.jpg; https://eccdn.com.au/images/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48_image_2_1763700478722.jpg; https://eccdn.com.au/images/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48/4D98B0A6-7F05-4114-A8A7-DBF648D4DE48_image_4_1763700478722.jpg,-35.1851604,149.1346924,,active,2026-01-08T23:33:19.157Z,2026-01-08T23:33:19.157Z
1424,Timur Restaurant,Greenway,"Shop 5/146 Scollay St, Greenway ACT 2900, Australia",,0404 642 418,,https://eatclub.com.au/venue/timur-restaurant,,,,{},[],[],"{""friday"":""5:00 – 9:00 PM"",""monday"":""CLOSED"",""sunday"":""5:00 – 9:00 PM"",""tuesday"":""5:00 – 9:00 PM"",""saturday"":""5:00 – 9:00 PM"",""thursday"":""5:00 – 9:00 PM"",""wednesday"":""5:00 – 9:00 PM""}",https://eccdn.com.au/images/7B9141F3-6C31-4683-B591-5AAC4CEF2C13/7B9141F3-6C31-4683-B591-5AAC4CEF2C13_image_4_1763075289223.jpg; https://eccdn.com.au/images/7B9141F3-6C31-4683-B591-5AAC4CEF2C13/7B9141F3-6C31-4683-B591-5AAC4CEF2C13_image_4_1763032892931.jpg; https://eccdn.com.au/images/7B9141F3-6C31-4683-B591-5AAC4CEF2C13/7B9141F3-6C31-4683-B591-5AAC4CEF2C13_image_4_1763075368141.jpg; https://eccdn.com.au/images/7B9141F3-6C31-4683-B591-5AAC4CEF2C13/7B9141F3-6C31-4683-B591-5AAC4CEF2C13_image_1_1763075289223.jpg; https://eccdn.com.au/images/7B9141F3-6C31-4683-B591-5AAC4CEF2C13/7B9141F3-6C31-4683-B591-5AAC4CEF2C13_image_3_1763075289223.jpg,-35.4183766,149.0660499,,active,2026-01-08T23:33:19.292Z,2026-01-08T23:33:19.292Z
1425,The Hungry Buddha,Belconnen,"Unit 8/8 Luxton St, Belconnen ACT 2617, Australia",,(02) 5136 9017,,https://eatclub.com.au/venue/the-hungry-buddha,,$$,,{},[],[],"{""friday"":""5:00 – 10:00 PM"",""monday"":""5:00 – 9:45 PM"",""sunday"":""5:00 – 9:45 PM"",""tuesday"":""5:00 – 9:45 PM"",""saturday"":""5:00 – 10:00 PM"",""thursday"":""5:00 – 9:45 PM"",""wednesday"":""5:00 – 9:45 PM""}",https://img1.wsimg.com/isteam/ip/bc33cd88-ff1e-4446-8dab-012f856aa2fe/IMG_0193.jpeg; https://eccdn.com.au/images/EC2C8C43-8BCE-43D6-BF5C-31C44F623197/EC2C8C43-8BCE-43D6-BF5C-31C44F623197_image_0_1761552413340.jpg; https://eccdn.com.au/images/EC2C8C43-8BCE-43D6-BF5C-31C44F623197/EC2C8C43-8BCE-43D6-BF5C-31C44F623197_image_4_1761552895126.jpg; https://eccdn.com.au/images/EC2C8C43-8BCE-43D6-BF5C-31C44F623197/EC2C8C43-8BCE-43D6-BF5C-31C44F623197_image_1_1761552648577.jpg; https://eccdn.com.au/images/EC2C8C43-8BCE-43D6-BF5C-31C44F623197/EC2C8C43-8BCE-43D6-BF5C-31C44F623197_image_2_1761552658990.jpg; https://eccdn.com.au/images/EC2C8C43-8BCE-43D6-BF5C-31C44F623197/EC2C8C43-8BCE-43D6-BF5C-31C44F623197_image_3_1761552885285.jpg,-35.2363634,149.0597435,,active,2026-01-08T23:33:19.432Z,2026-01-08T23:33:19.432Z
637,Bootleg Bar,Canberra,"29 Garema Pl, Canberra ACT 2601, Australia",,(02) 6188 4578,http://www.bootlegcanberra.com.au/,,,,Bar,{},[],"[{""title"":""Student Special"",""description"":""$5 basic mixers - Show student ID""}]","{""friday"":""4:00 PM – 12:00 AM"",""monday"":""CLOSED"",""sunday"":""CLOSED"",""tuesday"":""CLOSED"",""saturday"":""4:00 PM – 12:00 AM"",""thursday"":""4:00 PM – 12:00 AM"",""wednesday"":""4:00 PM – 12:00 AM""}",http://static1.squarespace.com/static/6902bdcce6c92d53b4e79f6e/t/690bd12903d8727c4c7b0b9f/1762382121141/Bootleg+logo.jpg?format=1500w,-35.2779998,149.1316680,3.90,active,2026-01-07T23:21:26.693Z,2026-01-07T23:21:26.693Z
