ID,Name,Suburb,Address,Cuisine,Phone,Website,EatClub URL,EatClub Slug,Happy Hour,Weekly Specials,Deals,First Table URL,Price Range,Image URLs,Opening Hours,Latitude,Longitude,Created At,Updated At
613,Wonderburger,Kingston,"9/34 Eyre St, Kingston ACT 2604, Australia",,,,https://eatclub.com.au/venue/wonderburger,,,,,,,,"{""friday"":""11:00 AM – 9:00 PM"",""monday"":""11:00 AM – 9:00 PM"",""sunday"":""11:00 AM – 9:00 PM"",""tuesday"":""11:00 AM – 9:00 PM"",""saturday"":""11:00 AM – 9:00 PM"",""thursday"":""11:00 AM – 9:00 PM"",""wednesday"":""11:00 AM – 9:00 PM""}",-35.3166282,149.1425817,2026-01-07T23:21:25.215Z,2026-01-08T00:54:02.653Z
688,Vanilla Pod Pizza & Pasta Bar Belconnen,Belconnen,"10 Market St, Belconnen ACT 2617, Australia","Italian, Pizza",(02) 6193 8941,,https://eatclub.com.au/venue/vanilla-pod-pizza-pasta-bar-belconnen,,,,[object Object],,$$,https://vanillapodbelco.com/wp-content/uploads/2024/07/bg.jpg,"{""friday"":""8:00 AM – 9:00 PM"",""monday"":""8:00 AM – 9:00 PM"",""sunday"":""8:00 AM – 9:00 PM"",""tuesday"":""8:00 AM – 9:00 PM"",""saturday"":""8:00 AM – 9:00 PM"",""thursday"":""8:00 AM – 9:00 PM"",""wednesday"":""8:00 AM – 9:00 PM""}",-35.2451994,149.0657906,2026-01-07T23:21:29.763Z,2026-01-07T23:21:29.763Z
769,Tap & Toss,Greenway,"Shop 5/38 Reed St N, Greenway ACT 2900, Australia",,0452 452 997,,https://eatclub.com.au/venue/tap-toss,,,,,,,,"{""friday"":""5:00 – 9:00 PM"",""monday"":""CLOSED"",""sunday"":""5:00 – 9:00 PM"",""tuesday"":""5:00 – 9:00 PM"",""saturday"":""5:00 – 9:00 PM"",""thursday"":""5:00 – 9:00 PM"",""wednesday"":""5:00 – 9:00 PM""}",-35.4191049,149.0653445,2026-01-07T23:21:34.629Z,2026-01-07T23:21:34.629Z
861,Romanée wine bar,Braddon,"16 Lonsdale St, Braddon ACT 2612, Australia",,0415 150 598,,https://eatclub.com.au/venue/roman-e-wine-bar,,,,,,,,"{""friday"":""4:00 PM – 12:00 AM"",""monday"":""CLOSED"",""sunday"":""CLOSED"",""tuesday"":""CLOSED"",""saturday"":""4:00 PM – 12:00 AM"",""thursday"":""4:00 – 11:30 PM"",""wednesday"":""CLOSED""}",-35.2739229,149.1331242,2026-01-07T23:21:40.168Z,2026-01-08T00:55:05.788Z
908,Diplomat Bar & Grill,Griffith,"Hotel, 2 Hely St, Griffith ACT 2603, Australia",American,(02) 6295 2277,,https://eatclub.com.au/venue/diplomat-bar-grill,,,,,,,https://diplomat.ramadacanberra.com.au/wp-content/uploads/2025/04/bar-3.jpg,"{""friday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""monday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""sunday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""tuesday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""saturday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""thursday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM"",""wednesday"":""7:00 – 10:00 AM, 5:00 – 9:00 PM""}",-35.3224856,149.1482214,2026-01-07T23:21:42.968Z,2026-01-07T23:21:42.968Z
946,Pho @ Dickson,Dickson,"14 Woolley St, Dickson ACT 2602, Australia","Vietnamese, Asian",(02) 6162 1718,,https://eatclub.com.au/venue/pho-dickson,,,,,,$,https://phoatdickson.yumbojumbo.com.au/thumbnails/store/logo/200/pho/pho-at-dickson.png?v=1758684703,"{""friday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM"",""monday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM"",""sunday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM"",""tuesday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM"",""saturday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM"",""thursday"":""CLOSED"",""wednesday"":""11:00 AM – 3:00 PM, 5:00 – 9:00 PM""}",-35.2504840,149.1368887,2026-01-07T23:21:45.519Z,2026-01-07T23:21:45.519Z
949,Lazy Su,Braddon,"1/9 Lonsdale St, Braddon ACT 2612, Australia",,(02) 5662 0820,,https://eatclub.com.au/venue/lazy-su,,,,,,$$,http://static1.squarespace.com/static/63f6c6307b2f4827cc39de41/t/6481626175f60206324ab7d5/1686200929991/LAZY-SU_BRANDMARK_RGB_PRIMARY.png?format=1500w; https://lh3.googleusercontent.com/places/ANXAkqExYWE0JQ3hUqbV4oQNZ6xD-_CDTgLZL34lF46hr8uPdjuRKwsY7Vz3pOdLnbRVHyxstRo0oZCeOoASxkjYLknBoSEC3tR72aI=s4800-h768; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://lh3.googleusercontent.com/places/ANXAkqFTtVKZooYHb6cTeAo8sUzGDOE84HatSCTrniUjSUwYRakGiRnqNUbpL8vjqDRPjwygQ1IWfooE2XQ209aQTdJ_izOxKidhOfE=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqEvsacmzVVqj9n_KShwctgRUNgz8A-r3YQVKFLQeggF7wW5IyH-izalggOHawHF9trK6uX6K8PXlLz33kWN83aJOOJdaYqlnuA=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqGJiNQEaM7fgEaDHaKezrn337fAd7gTZC56Hd9Z5AmTMzQH_G4Md2LckuzQg-G56dUt--W0l2GhbZAxAoR5yJLw2-37CrFf81c=s4800-h768; https://lh3.googleusercontent.com/places/ANXAkqGeVb2V65yh-EH1Nttv26irvjSUbiQ15YD5DInEvtacPSbGOGqyqLDtOmWHv8lksbW6zUnlQfUZyWhyobLzPKX59Xf2QNTp1DI=s4800-h768,"{""friday"":""12:00 – 10:00 PM"",""monday"":""5:00 – 10:00 PM"",""sunday"":""12:00 – 10:00 PM"",""tuesday"":""5:00 – 10:00 PM"",""saturday"":""12:00 – 10:00 PM"",""thursday"":""5:00 – 10:00 PM"",""wednesday"":""5:00 – 10:00 PM""}",-35.2747558,149.1323467,2026-01-07T23:21:45.691Z,2026-01-08T00:17:30.280Z
1001,Friends & Momos Gungahlin,Gungahlin,"Shop 109/43 Hibberson St, Gungahlin ACT 2912, Australia",,0435 699 099,,https://eatclub.com.au/venue/friends-momos-gungahlin,,,,[object Object],,,,"{""friday"":""11:00 AM – 9:30 PM"",""monday"":""11:00 AM – 9:30 PM"",""sunday"":""11:00 AM – 9:30 PM"",""tuesday"":""11:00 AM – 9:30 PM"",""saturday"":""11:00 AM – 9:30 PM"",""thursday"":""11:00 AM – 9:30 PM"",""wednesday"":""11:00 AM – 9:30 PM""}",-35.1852985,149.1352530,2026-01-07T23:21:48.806Z,2026-01-07T23:21:48.806Z
1007,Tomo Tomo,Canberra,"Shop 2/34 Marcus Clarke St, Canberra ACT 2601, Australia",,0405 715 727,,https://eatclub.com.au/venue/tomo-tomo,,,,,,,,"{""friday"":""10:00 AM – 9:00 PM"",""monday"":""10:00 AM – 9:00 PM"",""sunday"":""CLOSED"",""tuesday"":""10:00 AM – 9:00 PM"",""saturday"":""CLOSED"",""thursday"":""10:00 AM – 9:00 PM"",""wednesday"":""10:00 AM – 9:00 PM""}",-35.2793651,149.1259152,2026-01-07T23:21:49.183Z,2026-01-08T00:55:40.550Z
1049,Brew & Crust,Griffith,,,,,https://eatclub.com.au/venue/brew-crust,,,,[object Object],,,,{},,,2026-01-07T23:21:51.744Z,2026-01-08T00:55:48.278Z
1051,Country Oven,Griffith,,,,,https://eatclub.com.au/venue/country-oven-mandi-biryani-indian-restaurant,,,,[object Object],,,,{},,,2026-01-07T23:21:51.882Z,2026-01-08T00:55:48.498Z
1060,EQ Cafe & Bakehouse - Deakin,Deakin,,,,,https://eatclub.com.au/venue/eq-cafe-bakehouse-deakin,,,,[object Object],,,,{},,,2026-01-07T23:21:52.441Z,2026-01-07T23:21:52.441Z
1062,Cafe Gather,Braddon,,,,,https://eatclub.com.au/venue/cafe-gather,,,,[object Object]; [object Object],,,https://eccdn.com.au/images/F58E87DB-692E-4800-B920-2A548137EBC7/F58E87DB-692E-4800-B920-2A548137EBC7_image_1_1761901234663.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/F58E87DB-692E-4800-B920-2A548137EBC7/F58E87DB-692E-4800-B920-2A548137EBC7_image_4_1761901340374.jpg; https://eccdn.com.au/images/F58E87DB-692E-4800-B920-2A548137EBC7/F58E87DB-692E-4800-B920-2A548137EBC7_image_4_1762116588083.jpg; https://eccdn.com.au/images/F58E87DB-692E-4800-B920-2A548137EBC7/F58E87DB-692E-4800-B920-2A548137EBC7_image_4_1762116601756.jpg; https://eccdn.com.au/images/F58E87DB-692E-4800-B920-2A548137EBC7/F58E87DB-692E-4800-B920-2A548137EBC7_image_4_1762116716536.jpg,{},,,2026-01-07T23:21:52.564Z,2026-01-08T00:17:51.462Z
1069,Cafe June - Braddon,Braddon,,,,,https://eatclub.com.au/venue/cafe-june-braddon,,,,[object Object],,,,{},,,2026-01-07T23:21:53.005Z,2026-01-07T23:21:53.005Z
1068,On Lonsdale,Braddon,,,,,https://eatclub.com.au/venue/on-lonsdale,,,,[object Object]; [object Object],,,https://eccdn.com.au/images/5313046E-2BFA-465B-A020-A2CA98E8E536/5313046E-2BFA-465B-A020-A2CA98E8E536_image_2_1729586718279.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg,{},,,2026-01-07T23:21:52.936Z,2026-01-08T00:17:56.511Z
1074,El Pan - Dickson,Dickson,,,,,https://eatclub.com.au/venue/el-pan-dickson,,,,[object Object]; [object Object],,,https://eccdn.com.au/images/ACB1344E-2BDD-44DD-A273-52B91167B5AB/ACB1344E-2BDD-44DD-A273-52B91167B5AB_image_3_1756357081622.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/ACB1344E-2BDD-44DD-A273-52B91167B5AB/ACB1344E-2BDD-44DD-A273-52B91167B5AB_image_4_1756900182.jpg; https://eccdn.com.au/images/ACB1344E-2BDD-44DD-A273-52B91167B5AB/ACB1344E-2BDD-44DD-A273-52B91167B5AB_image_0_1754222520.jpg; https://eccdn.com.au/images/ACB1344E-2BDD-44DD-A273-52B91167B5AB/ACB1344E-2BDD-44DD-A273-52B91167B5AB_image_2_1754222520.jpg; https://eccdn.com.au/images/ACB1344E-2BDD-44DD-A273-52B91167B5AB/ACB1344E-2BDD-44DD-A273-52B91167B5AB_image_3_1756900182.jpg,{},,,2026-01-07T23:21:53.312Z,2026-01-08T00:17:59.208Z
1075,Trev’s Restaurant and Cafe,Dickson,"20 Challis St, Dickson ACT 2602, Australia",Cafe,0406 369 224,,https://eatclub.com.au/venue/trev-s-restaurant-and-cafe,,,,[object Object],,$$,https://www.trevsatdickson.com.au/wp-content/uploads/2016/02/TasteCollective.jpg,"{""friday"":""8:00 AM – 2:30 PM, 5:30 – 9:30 PM"",""monday"":""CLOSED"",""sunday"":""8:30 AM – 2:00 PM"",""tuesday"":""8:00 AM – 2:30 PM, 6:00 – 9:00 PM"",""saturday"":""8:30 AM – 2:00 PM, 5:30 – 9:30 PM"",""thursday"":""8:00 AM – 2:30 PM, 6:00 – 9:00 PM"",""wednesday"":""8:00 AM – 2:30 PM, 6:00 – 9:00 PM""}",-35.2499387,149.1357310,2026-01-07T23:21:53.368Z,2026-01-07T23:21:53.368Z
1194,Braddon Merchant,Braddon,"1 Elouera St, Braddon ACT 2612, Australia",,(02) 6220 0401,,https://eatclub.com.au/venue/braddon-merchant,,,,[object Object],,,https://www.braddonmerchant.com.au/resourcefiles/homeimages/obs-home-hero-5.jpg?version=12032025031203; https://eccdn.com.au/images/077DB267-0979-4770-9AC8-C18C49395DB9/077DB267-0979-4770-9AC8-C18C49395DB9_image_1_1724945183488.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/077DB267-0979-4770-9AC8-C18C49395DB9/077DB267-0979-4770-9AC8-C18C49395DB9_image_4_1724945242120.jpg; https://eccdn.com.au/images/077DB267-0979-4770-9AC8-C18C49395DB9/077DB267-0979-4770-9AC8-C18C49395DB9_image_0_1724945183488.jpg; https://eccdn.com.au/images/077DB267-0979-4770-9AC8-C18C49395DB9/077DB267-0979-4770-9AC8-C18C49395DB9_image_2_1724945183488.jpg; https://eccdn.com.au/images/077DB267-0979-4770-9AC8-C18C49395DB9/077DB267-0979-4770-9AC8-C18C49395DB9_image_3_1724945183488.jpg,"{""friday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM"",""monday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM"",""sunday"":""6:30 – 10:30 AM, 12:00 – 3:00 PM"",""tuesday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM"",""saturday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM"",""thursday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM"",""wednesday"":""6:30 – 10:30 AM, 12:00 – 9:00 PM""}",-35.2728977,149.1308452,2026-01-07T23:22:00.957Z,2026-01-08T00:18:06.700Z
1201,Senn Noods,Braddon,"Unit G02/27 Lonsdale St, Braddon ACT 2612, Australia",,0493 802 597,,https://eatclub.com.au/venue/senn-noods,,,,[object Object],,,https://eccdn.com.au/images/3A494285-8E0C-4D40-B64A-6711C602250F/3A494285-8E0C-4D40-B64A-6711C602250F_image_0_1724810434458.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/3A494285-8E0C-4D40-B64A-6711C602250F/3A494285-8E0C-4D40-B64A-6711C602250F_image_2_1724810434458.jpg; https://eccdn.com.au/images/3A494285-8E0C-4D40-B64A-6711C602250F/3A494285-8E0C-4D40-B64A-6711C602250F_image_1_1724810434458.jpg; https://eccdn.com.au/images/3A494285-8E0C-4D40-B64A-6711C602250F/3A494285-8E0C-4D40-B64A-6711C602250F_image_4_1724810468554.jpg; https://eccdn.com.au/images/3A494285-8E0C-4D40-B64A-6711C602250F/3A494285-8E0C-4D40-B64A-6711C602250F_image_3_1724810434458.jpg,"{""friday"":""11:30 AM – 11:00 PM"",""monday"":""11:30 AM – 9:30 PM"",""sunday"":""11:30 AM – 9:30 PM"",""tuesday"":""11:30 AM – 9:30 PM"",""saturday"":""11:30 AM – 11:00 PM"",""thursday"":""11:30 AM – 9:30 PM"",""wednesday"":""11:30 AM – 9:30 PM""}",-35.2721407,149.1325041,2026-01-07T23:22:01.391Z,2026-01-08T00:18:13.030Z
1215,Fonda Mexican Canberra,Canberra,"Shop FG10/148 Bunda St, Canberra ACT 2601, Australia",Mexican,(02) 5135 6119,,https://eatclub.com.au/venue/fonda-mexican-canberra,,,,[object Object]; [object Object],,,https://fondamexican.com.au/wp-content/uploads/2025/02/FONDA_lunch-club-1.jpg; https://eccdn.com.au/images/41387BA8-3F63-4A34-96FD-3EC08FCA8F3D/41387BA8-3F63-4A34-96FD-3EC08FCA8F3D_image_0_1748495346109.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/41387BA8-3F63-4A34-96FD-3EC08FCA8F3D/41387BA8-3F63-4A34-96FD-3EC08FCA8F3D_image_4_1748495464659.jpg; https://eccdn.com.au/images/41387BA8-3F63-4A34-96FD-3EC08FCA8F3D/41387BA8-3F63-4A34-96FD-3EC08FCA8F3D_image_1_1748495346109.jpg; https://eccdn.com.au/images/41387BA8-3F63-4A34-96FD-3EC08FCA8F3D/41387BA8-3F63-4A34-96FD-3EC08FCA8F3D_image_2_1748495346109.jpg; https://eccdn.com.au/images/41387BA8-3F63-4A34-96FD-3EC08FCA8F3D/41387BA8-3F63-4A34-96FD-3EC08FCA8F3D_image_3_1748495346109.jpg,"{""friday"":""12:00 – 9:00 PM"",""monday"":""12:00 – 8:30 PM"",""sunday"":""12:00 – 8:30 PM"",""tuesday"":""12:00 – 8:30 PM"",""saturday"":""12:00 – 9:00 PM"",""thursday"":""12:00 – 9:00 PM"",""wednesday"":""12:00 – 8:30 PM""}",-35.2776015,149.1323354,2026-01-07T23:22:02.253Z,2026-01-08T00:18:21.170Z
1217,Little Bhutan,Isaacs,"6 Farr Pl, Isaacs ACT 2607, Australia",,(02) 6273 2412,,https://eatclub.com.au/venue/little-bhutan,,,,[object Object],,,https://eccdn.com.au/images/0AB31331-CEF1-4F04-BE17-F082DC0AB6BA/0AB31331-CEF1-4F04-BE17-F082DC0AB6BA_image_1_1764191795710.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/0AB31331-CEF1-4F04-BE17-F082DC0AB6BA/0AB31331-CEF1-4F04-BE17-F082DC0AB6BA_image_4_1764192256226.jpg; https://eccdn.com.au/images/0AB31331-CEF1-4F04-BE17-F082DC0AB6BA/0AB31331-CEF1-4F04-BE17-F082DC0AB6BA_image_2_1764192045876.jpg; https://eccdn.com.au/images/0AB31331-CEF1-4F04-BE17-F082DC0AB6BA/0AB31331-CEF1-4F04-BE17-F082DC0AB6BA_image_3_1764192164510.jpg; https://eccdn.com.au/images/0AB31331-CEF1-4F04-BE17-F082DC0AB6BA/0AB31331-CEF1-4F04-BE17-F082DC0AB6BA_image_1_1764191992176.jpg,"{""friday"":""12:00 – 2:30 PM, 4:00 – 8:30 PM"",""monday"":""4:00 – 8:30 PM"",""sunday"":""12:00 – 9:00 PM"",""tuesday"":""4:00 – 8:30 PM"",""saturday"":""12:00 – 9:00 PM"",""thursday"":""4:00 – 8:30 PM"",""wednesday"":""4:00 – 8:30 PM""}",-35.3679298,149.1119342,2026-01-07T23:22:02.397Z,2026-01-08T00:18:24.309Z
1220,The Italian Place Enoteca,Braddon,"38 Mort St, Braddon ACT 2612, Australia",Italian,(02) 6179 8812,,https://eatclub.com.au/venue/the-italian-place-enoteca,,,,[object Object],,$$,http://static1.squarespace.com/static/61494a5b70ba0a2ba30f4d14/t/614c14973849b54d902c73d2/1704860452333/TIP-Enoteca-Logo-Mono.png?format=1500w; https://eccdn.com.au/images/4F9EE1BE-AEE6-4B98-A26D-00FE1C8E956C/4F9EE1BE-AEE6-4B98-A26D-00FE1C8E956C_image_0_1724846296013.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/4F9EE1BE-AEE6-4B98-A26D-00FE1C8E956C/4F9EE1BE-AEE6-4B98-A26D-00FE1C8E956C_image_4_1724846327830.jpg; https://eccdn.com.au/images/4F9EE1BE-AEE6-4B98-A26D-00FE1C8E956C/4F9EE1BE-AEE6-4B98-A26D-00FE1C8E956C_image_1_1724846327830.jpg; https://eccdn.com.au/images/4F9EE1BE-AEE6-4B98-A26D-00FE1C8E956C/4F9EE1BE-AEE6-4B98-A26D-00FE1C8E956C_image_2_1724846327830.jpg; https://eccdn.com.au/images/4F9EE1BE-AEE6-4B98-A26D-00FE1C8E956C/4F9EE1BE-AEE6-4B98-A26D-00FE1C8E956C_image_3_1724846327830.jpg,"{""friday"":""12:00 – 2:30 PM, 5:30 – 9:30 PM"",""monday"":""5:30 – 9:30 PM"",""sunday"":""CLOSED"",""tuesday"":""12:00 – 2:30 PM, 5:30 – 9:30 PM"",""saturday"":""12:00 – 2:30 PM, 5:30 – 9:30 PM"",""thursday"":""12:00 – 2:30 PM, 5:30 – 9:30 PM"",""wednesday"":""12:00 – 2:30 PM, 5:30 – 9:30 PM""}",-35.2728866,149.1317421,2026-01-07T23:22:02.589Z,2026-01-08T00:18:28.087Z
1222,Burger Villains - Tuggeranong,Greenway,"10/341 Reed St S, Greenway ACT 2900, Australia",American,0470 634 369,,https://eatclub.com.au/venue/burger-villains-tuggeranong,,,,[object Object],,,https://www.burgervillains.com/burgervillains-multipleburgers-web.jpg; https://eccdn.com.au/images/E581C0BE-9D9A-4DEB-827C-0F1EA072B37F/E581C0BE-9D9A-4DEB-827C-0F1EA072B37F_image_0_1763032055713.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/E581C0BE-9D9A-4DEB-827C-0F1EA072B37F/E581C0BE-9D9A-4DEB-827C-0F1EA072B37F_image_4_1763032146219.jpg; https://eccdn.com.au/images/E581C0BE-9D9A-4DEB-827C-0F1EA072B37F/E581C0BE-9D9A-4DEB-827C-0F1EA072B37F_image_2_1763032115320.jpg; https://eccdn.com.au/images/E581C0BE-9D9A-4DEB-827C-0F1EA072B37F/E581C0BE-9D9A-4DEB-827C-0F1EA072B37F_image_3_1763032129179.jpg; https://eccdn.com.au/images/E581C0BE-9D9A-4DEB-827C-0F1EA072B37F/E581C0BE-9D9A-4DEB-827C-0F1EA072B37F_image_1_1763032102828.jpg,"{""friday"":""9:00 AM – 11:00 PM"",""monday"":""9:00 AM – 11:00 PM"",""sunday"":""9:00 AM – 11:00 PM"",""tuesday"":""9:00 AM – 11:00 PM"",""saturday"":""11:30 AM – 11:00 PM"",""thursday"":""9:00 AM – 11:00 PM"",""wednesday"":""9:00 AM – 11:00 PM""}",-35.4196709,149.0694964,2026-01-07T23:22:02.721Z,2026-01-08T00:18:31.226Z
1227,Aavjo Indian Cuisine,Deakin,"7 Duff Pl, Deakin ACT 2600, Australia",Indian,(02) 7250 5360,,https://eatclub.com.au/venue/aavjo-indian-cuisine,,,,[object Object],,$$,https://twirll.s3.amazonaws.com/TwirllApp/Twirllimages/product_albums/45549/original/arcylic_p_page-0001__1_-removebg-preview.png?1742619122; https://eccdn.com.au/images/9A1740B1-64A1-4AC4-A684-9C5EFD0BD0A9/9A1740B1-64A1-4AC4-A684-9C5EFD0BD0A9_image_0_1760533554974.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/9A1740B1-64A1-4AC4-A684-9C5EFD0BD0A9/9A1740B1-64A1-4AC4-A684-9C5EFD0BD0A9_image_4_1760533617280.jpg; https://eccdn.com.au/images/9A1740B1-64A1-4AC4-A684-9C5EFD0BD0A9/9A1740B1-64A1-4AC4-A684-9C5EFD0BD0A9_image_1_1760533605393.jpg; https://eccdn.com.au/images/9A1740B1-64A1-4AC4-A684-9C5EFD0BD0A9/9A1740B1-64A1-4AC4-A684-9C5EFD0BD0A9_image_2_1760533605393.jpg; https://eccdn.com.au/images/9A1740B1-64A1-4AC4-A684-9C5EFD0BD0A9/9A1740B1-64A1-4AC4-A684-9C5EFD0BD0A9_image_3_1760533605393.jpg,"{""friday"":""5:00 – 9:30 PM"",""monday"":""5:00 – 9:30 PM"",""sunday"":""5:00 – 9:30 PM"",""tuesday"":""5:00 – 9:30 PM"",""saturday"":""5:00 – 9:30 PM"",""thursday"":""5:00 – 9:30 PM"",""wednesday"":""5:00 – 9:30 PM""}",-35.3144192,149.1069562,2026-01-07T23:22:03.040Z,2026-01-08T00:18:34.401Z
1232,TYPICA Café Manuka,Griffith,"4 Palmerston Ln, Griffith ACT 2603, Australia",,,,https://eatclub.com.au/venue/typica-caf-manuka,,,,,,$$,,"{""friday"":""7:00 AM – 2:00 PM"",""monday"":""7:00 AM – 2:00 PM"",""sunday"":""7:30 AM – 2:00 PM"",""tuesday"":""7:00 AM – 2:00 PM"",""saturday"":""7:30 AM – 2:00 PM"",""thursday"":""7:00 AM – 2:00 PM"",""wednesday"":""7:00 AM – 2:00 PM""}",-35.3204702,149.1324319,2026-01-07T23:22:03.364Z,2026-01-07T23:22:03.364Z
1230,Champi Restaurant,Kingston,"17 Kennedy St, Kingston ACT 2604, Australia",,(02) 5104 8988,,https://eatclub.com.au/venue/champi-restaurant,,,,[object Object],,,"""https://static.wixstatic.com/media/37bc96_762fb6dd024f47d0977562bf8d25590e%7Emv2.png/v1/fit/w_2500,h_1330,al_c/37bc96_762fb6dd024f47d0977562bf8d25590e%7Emv2.png""; https://eccdn.com.au/images/42340E34-E25B-4EE0-97FB-D0745CDC6FE0/42340E34-E25B-4EE0-97FB-D0745CDC6FE0_image_1_1727182361149.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/42340E34-E25B-4EE0-97FB-D0745CDC6FE0/42340E34-E25B-4EE0-97FB-D0745CDC6FE0_image_3_1727182361149.jpg; https://eccdn.com.au/images/42340E34-E25B-4EE0-97FB-D0745CDC6FE0/42340E34-E25B-4EE0-97FB-D0745CDC6FE0_image_4_1727182382581.jpg; https://eccdn.com.au/images/42340E34-E25B-4EE0-97FB-D0745CDC6FE0/42340E34-E25B-4EE0-97FB-D0745CDC6FE0_image_2_1727182361149.jpg; https://eccdn.com.au/images/42340E34-E25B-4EE0-97FB-D0745CDC6FE0/42340E34-E25B-4EE0-97FB-D0745CDC6FE0_image_0_1727182361149.jpg","{""friday"":""12:00 – 9:30 PM"",""monday"":""CLOSED"",""sunday"":""12:00 – 9:30 PM"",""tuesday"":""12:00 – 9:30 PM"",""saturday"":""12:00 – 9:30 PM"",""thursday"":""12:00 – 9:30 PM"",""wednesday"":""12:00 – 9:30 PM""}",-35.3162209,149.1407298,2026-01-07T23:22:03.236Z,2026-01-08T00:18:39.342Z
1234,Indian Pantry Restaurant,Florey,"3/37 Kesteven St, Florey ACT 2615, Australia","Indian, Asian",0436 409 809,,https://eatclub.com.au/venue/indian-pantry-restaurant,,,,[object Object],,$$,https://assets.foodhub.com/images/thumbnails/breads_curry_indian_003_1280.jpg; https://eccdn.com.au/images/EBC3C7E0-03EF-4F3D-A2B5-06E1E3EA5106/EBC3C7E0-03EF-4F3D-A2B5-06E1E3EA5106_image_0_1762337449952.jpg; https://eatclub.com.au/_next/static/media/eatclub.305f8e86.svg; https://eccdn.com.au/images/EBC3C7E0-03EF-4F3D-A2B5-06E1E3EA5106/EBC3C7E0-03EF-4F3D-A2B5-06E1E3EA5106_image_4_1762337592026.jpg; https://eccdn.com.au/images/EBC3C7E0-03EF-4F3D-A2B5-06E1E3EA5106/EBC3C7E0-03EF-4F3D-A2B5-06E1E3EA5106_image_1_1762337465461.jpg; https://eccdn.com.au/images/EBC3C7E0-03EF-4F3D-A2B5-06E1E3EA5106/EBC3C7E0-03EF-4F3D-A2B5-06E1E3EA5106_image_2_1762337476589.jpg; https://eccdn.com.au/images/EBC3C7E0-03EF-4F3D-A2B5-06E1E3EA5106/EBC3C7E0-03EF-4F3D-A2B5-06E1E3EA5106_image_3_1762337487239.jpg,"{""friday"":""5:00 – 9:30 PM"",""monday"":""5:00 – 9:00 PM"",""sunday"":""5:00 – 9:00 PM"",""tuesday"":""5:00 – 9:00 PM"",""saturday"":""5:00 – 9:30 PM"",""thursday"":""5:00 – 9:00 PM"",""wednesday"":""5:00 – 9:00 PM""}",-35.2256437,149.0546864,2026-01-07T23:22:03.515Z,2026-01-08T00:18:45.472Z
